,group_name,city_id,dt,is_blank,group_usr_num,gmv,subsidy_hufan,subsidy_coupon,subsidy_c,bubble_cnt,compete_call_cnt,objective_call_cnt,fk_gmv,fk_subsidy_c,fk_subsidy_hufan
1037,rgroup_joint_exp_pack,116,2023-04-11,0,37226,592511.300000,29787.040000,50772.120000,54977.360600,140887.000000,33716.000000,29380.000000,15.91659861387202492881319508,1.476853827969698597754257777,0.8001676247783807016601300167
1038,rgroup_joint_exp_pack,49,2023-04-05,0,51072,513616.530000,8323.690000,26761.130000,34066.376300,201498.000000,50415.000000,38891.000000,10.05671463815789473684210526,0.6670264783051378446115288221,0.1629795191102756892230576441
1046,rgroup_joint_blank,56,2023-04-08,1,1895,23500.420000,13.990000,1713.830000,1919.380000,7885.000000,2141.000000,1987.000000,12.40127704485488126649076517,1.012865435356200527704485488,0.007382585751978891820580474934
1049,rgroup_joint_exp_pack,158,2023-04-11,0,67864,1523895.200000,6227.810000,92131.260000,179539.908000,309879.000000,76350.000000,73070.000000,22.45513379700577625839915124,2.645583932571024401744665802,0.09176897913474006837203819404
1051,rgroup_joint_blank,22,2023-04-08,1,1643,22425.290000,9.280000,1629.840000,1931.490000,8705.000000,1671.000000,1437.000000,13.64898965307364576993304930,1.175587340231284236153377967,0.005648204503956177723676202069
1052,rgroup_joint_exp_pack,270,2023-04-14,0,8271,144307.050000,1690.580000,6251.100000,8740.580000,36465.000000,9530.000000,9515.000000,17.44735219441421835328255350,1.056774271551202998428243260,0.2043985007858783702091645508
1053,rgroup_joint_blank,264,2023-04-08,1,789,10856.620000,13.490000,654.420000,769.890000,3679.000000,920.000000,863.000000,13.75997465145754119138149556,0.9757794676806083650190114068,0.01709759188846641318124207858
1056,rgroup_joint_blank,125,2023-04-10,1,900,10763.990000,52.330000,1150.560000,1287.700000,4010.000000,899.000000,771.000000,11.95998888888888888888888889,1.430777777777777777777777778,0.05814444444444444444444444444
1057,rgroup_joint_exp_pack,68,2023-04-11,0,3729,6012.360000,78.230000,532.060000,549.810000,10918.000000,2408.000000,1237.000000,1.612325020112630732099758648,0.1474416733708769106999195495,0.02097881469562885492089031912
1058,rgroup_joint_exp_pack,8,2023-04-13,0,145052,1355965.410000,83845.920000,156021.400000,176450.877100,543984.000000,101070.000000,74947.000000,9.348133152248848688746104845,1.216466350688029120591236246,0.5780404268813942586107051264
1059,rgroup_joint_exp_pack,299,2023-04-01,0,16263,140142.720000,2230.640000,9652.970000,10792.612500,69720.000000,15616.000000,13575.000000,8.617273565762774395867921048,0.6636298653384984320236118797,0.1371604255057492467564410010
1060,rgroup_joint_exp_pack,243,2023-04-14,0,25880,248457.060000,3555.930000,16282.560000,19980.375000,106827.000000,28179.000000,24031.000000,9.600350077279752704791344668,0.7720392194744976816074188563,0.1374006955177743431221020093
1061,rgroup_joint_exp_pack,70,2023-04-11,0,7386,17237.260000,205.340000,1791.020000,1909.842400,30282.000000,5146.000000,2464.000000,2.333774708908746276739777958,0.2585760086650419712970484701,0.02780124559978337395071757379
1062,rgroup_joint_blank,224,2023-04-06,1,581,7259.040000,0.000000,312.800000,347.730000,2622.000000,748.000000,640.000000,12.49404475043029259896729776,0.5985025817555938037865748709,0.000000
1063,rgroup_joint_blank,261,2023-04-10,1,851,12215.750000,0.130000,531.770000,606.605100,4139.000000,1093.000000,1030.000000,14.35458284371327849588719154,0.7128144535840188014101057579,0.0001527614571092831962397179788
1067,rgroup_joint_exp_pack,58,2023-04-07,0,74241,854915.070000,34757.470000,73615.160000,95996.607400,326562.000000,78090.000000,65002.000000,11.51540348325049500949610054,1.293040333508438733314475829,0.4681708220525046807020379575
1068,rgroup_joint_exp_pack,162,2023-04-14,0,19767,300711.270000,4105.210000,17484.720000,32079.981800,82552.000000,19137.000000,18453.000000,15.21279253300956139019578085,1.622905944250518541002681236,0.2076799716699549754641574341
1070,rgroup_joint_blank,175,2023-04-01,1,173,1197.390000,0.000000,148.680000,150.430000,812.000000,169.000000,122.000000,6.921329479768786127167630058,0.8695375722543352601156069364,0.000000
1072,rgroup_joint_exp_pack,126,2023-04-17,0,4847,35118.070000,1138.710000,3465.830000,3752.080000,19929.000000,4751.000000,3870.000000,7.245320817000206313183412420,0.7741035692180730348669279967,0.2349308850835568392820301217
1073,rgroup_joint_exp_pack,54,2023-04-01,0,52931,638828.030000,17159.040000,61457.410000,67306.988000,249140.000000,62621.000000,53374.000000,12.06907162154503032249532410,1.271598647295535697417392454,0.3241775141221590372371578092
1074,rgroup_joint_exp_pack,346,2023-04-17,0,3258,34328.730000,365.070000,1909.620000,2053.580000,14591.000000,4047.000000,3804.000000,10.53674953959484346224677716,0.6303192142418661755678330264,0.1120534069981583793738489871
1075,rgroup_joint_exp_pack,300,2023-04-17,0,16899,226617.250000,5085.940000,12281.900000,15798.880300,73568.000000,19347.000000,18565.000000,13.41009823066453636309840819,0.9349003077105154151133203148,0.3009610036096810462157524114
1077,rgroup_joint_blank,20,2023-04-11,1,3501,61670.080000,57.780000,2760.480000,3501.949600,13590.000000,3708.000000,3124.000000,17.61499000285632676378177664,1.000271236789488717509283062,0.01650385604113110539845758355
1078,rgroup_joint_blank,53,2023-04-10,1,2028,24167.320000,40.670000,1366.270000,1633.691400,8899.000000,2445.000000,2289.000000,11.91682445759368836291913215,0.8055677514792899408284023669,0.02005424063116370808678500986
1079,rgroup_joint_blank,203,2023-04-19,1,101,905.570000,0.000000,90.370000,94.730000,517.000000,141.000000,116.000000,8.966039603960396039603960396,0.9379207920792079207920792079,0.000000
1083,rgroup_joint_exp_pack,86,2023-04-05,0,213958,3822968.140000,164188.980000,253849.010000,434982.992900,943019.000000,246850.000000,224171.000000,17.86784387590087774236065022,2.033029813795230839697510726,0.7673888333224277661971041045
1084,rgroup_joint_exp_pack,219,2023-04-14,0,22989,284957.150000,3929.800000,25655.590000,27982.676000,110373.000000,27541.000000,24855.000000,12.39536952455522206272565140,1.217220235764931053982339380,0.1709426247335682282830919135
1085,rgroup_joint_blank,15,2023-04-15,1,9223,168702.670000,81.430000,12102.740000,14117.481000,42994.000000,10456.000000,9273.000000,18.29151794426976038165455925,1.530682099100075897213488019,0.008829014420470562723625718313
1087,rgroup_joint_blank,137,2023-04-18,1,1201,18452.950000,47.150000,650.000000,809.860000,5900.000000,1441.000000,1298.000000,15.36465445462114904246461282,0.6743213988343047460449625312,0.03925895087427144046627810158
1088,rgroup_joint_exp_pack,208,2023-04-07,0,1188,3401.260000,53.990000,508.360000,532.150000,3347.000000,1160.000000,724.000000,2.863013468013468013468013468,0.4479377104377104377104377104,0.04544612794612794612794612795
1091,rgroup_joint_exp_pack,21,2023-04-09,0,350709,7308984.500000,203008.870000,548849.750000,633593.646200,1397357.000000,360976.000000,340672.000000,20.84059576457975130378747052,1.806607889161669646344975464,0.5788527525669429641098460547
1092,rgroup_joint_exp_pack,137,2023-04-11,0,27979,444808.860000,9932.630000,27582.060000,32312.740100,135253.000000,32607.000000,29349.000000,15.89795417992065477679688338,1.154892601594052682368919547,0.3550030379927802995103470460
1093,rgroup_joint_exp_pack,195,2023-04-09,0,3775,9253.530000,29.190000,570.940000,583.010000,15322.000000,3502.000000,1809.000000,2.451266225165562913907284768,0.1544397350993377483443708609,0.007732450331125827814569536424
1094,rgroup_joint_exp_pack,153,2023-04-19,0,70954,1224076.220000,22271.230000,70607.110000,85677.676100,305340.000000,80608.000000,77074.000000,17.25168729035713279025847732,1.207510162922456802999126194,0.3138826563689150717366180906
1095,rgroup_joint_exp_pack,242,2023-04-08,0,17357,162204.180000,3640.010000,15878.060000,16955.719400,74671.000000,18302.000000,15921.000000,9.345173705133375583338134470,0.9768807628046321368900155557,0.2097142363311632194503658466
1096,rgroup_joint_exp_pack,28,2023-04-16,0,51409,749992.860000,7483.720000,62131.990000,68502.201400,238119.000000,60978.000000,56168.000000,14.58874632846388764613200023,1.332494337567352020074306055,0.1455721760781186173627185901
1099,rgroup_joint_exp_pack,249,2023-04-17,0,4356,22867.690000,553.520000,1962.760000,2109.370000,17610.000000,4057.000000,2923.000000,5.249699265381083562901744720,0.4842447199265381083562901745,0.1270707070707070707070707071
1100,rgroup_joint_blank,118,2023-04-16,1,1590,20324.920000,6.270000,1191.330000,1575.980000,7224.000000,1771.000000,1647.000000,12.78296855345911949685534591,0.9911823899371069182389937107,0.003943396226415094339622641509
1101,rgroup_joint_exp_pack,350,2023-04-15,0,6446,63195.910000,789.380000,5988.430000,6320.539200,29151.000000,7460.000000,6475.000000,9.803895439031957803288861309,0.9805366428793049953459509774,0.1224604405833074775054297239
1103,rgroup_joint_exp_pack,213,2023-04-01,0,177,0.000000,0.000000,0.000000,0.000000,720.000000,103.000000,83.000000,0.000000,0.000000,0.000000
1108,rgroup_joint_exp_pack,145,2023-04-06,0,41147,457381.290000,4125.130000,22309.940000,26276.439400,190800.000000,56092.000000,49361.000000,11.11578705616448343743164751,0.6385991542518288089046589059,0.1002534814202736530002187280
1109,rgroup_joint_exp_pack,146,2023-04-08,0,26375,480783.990000,24227.720000,43759.530000,54578.906100,121541.000000,33015.000000,28576.000000,18.22877687203791469194312796,2.069342411374407582938388626,0.9185865402843601895734597156
1110,rgroup_joint_exp_pack,73,2023-04-13,0,4512,5325.720000,49.310000,341.700000,357.650000,12379.000000,3333.000000,1652.000000,1.180345744680851063829787234,0.07926640070921985815602836879,0.01092863475177304964539007092
1111,rgroup_joint_exp_pack,270,2023-04-19,0,7243,126875.410000,2481.700000,5881.930000,8068.170000,31816.000000,8294.000000,8289.000000,17.51696948778130608863730498,1.113926549772193842330526025,0.3426342675686870081457959409
1112,rgroup_joint_exp_pack,282,2023-04-11,0,20940,198270.780000,3011.900000,16355.240000,16496.103300,62682.000000,21611.000000,20221.000000,9.468518624641833810888252149,0.7877795272206303724928366762,0.1438347659980897803247373448
1113,rgroup_joint_blank,43,2023-04-19,1,566,2721.280000,0.000000,70.880000,76.100000,2373.000000,354.000000,112.000000,4.807915194346289752650176678,0.1344522968197879858657243816,0.000000
1114,rgroup_joint_blank,306,2023-04-01,1,576,6877.740000,0.000000,444.120000,551.040000,2708.000000,802.000000,763.000000,11.94052083333333333333333333,0.9566666666666666666666666667,0.000000
1115,rgroup_joint_exp_pack,337,2023-04-02,0,1658,3209.740000,8.030000,282.680000,286.830000,4738.000000,1367.000000,843.000000,1.935910735826296743063932449,0.1729975874547647768395657419,0.004843184559710494571773220748
1118,rgroup_joint_exp_pack,348,2023-04-05,0,7904,88503.000000,282.980000,3279.420000,3809.702200,34455.000000,9306.000000,8613.000000,11.19724190283400809716599190,0.4819967358299595141700404858,0.03580212550607287449392712551
1119,rgroup_joint_exp_pack,82,2023-04-03,0,127544,2336799.990000,350921.470000,411884.150000,460823.080600,500648.000000,122248.000000,113468.000000,18.32152033807940789061029919,3.613051814275857743210186289,2.751375760521859123126136863
1120,rgroup_joint_exp_pack,309,2023-04-14,0,5366,11695.020000,0.000000,811.330000,843.570000,25239.000000,6136.000000,5581.000000,2.179467014535967200894521059,0.1572064852776742452478568766,0.000000
1121,rgroup_joint_exp_pack,104,2023-04-05,0,12170,94466.280000,1831.980000,6970.810000,7753.160000,49973.000000,10877.000000,8757.000000,7.762225143796220213640098603,0.6370714872637633525061626952,0.1505324568611339359079704191
1122,rgroup_joint_blank,283,2023-04-07,1,2736,32635.210000,38.860000,1870.950000,2271.838000,12547.000000,3392.000000,3256.000000,11.92807383040935672514619883,0.8303501461988304093567251462,0.01420321637426900584795321637
1123,rgroup_joint_exp_pack,348,2023-04-17,0,9144,95630.470000,565.870000,4732.960000,5167.590000,42172.000000,12039.000000,11377.000000,10.45827537182852143482064742,0.5651345144356955380577427822,0.06188429571303587051618547682
1124,rgroup_joint_blank,49,2023-04-15,1,2341,26077.690000,4.650000,1566.580000,1846.030000,9853.000000,2472.000000,1946.000000,11.13955147372917556599743699,0.7885647159333618111917983768,0.001986330627936779154207603588
1129,rgroup_joint_exp_pack,22,2023-04-01,0,191014,2471228.670000,63993.120000,197366.650000,241307.588700,958176.000000,210186.000000,176717.000000,12.93742170730941187556933000,1.263297919000701519260368350,0.3350179567989780853759410305
1130,rgroup_joint_exp_pack,306,2023-04-08,0,51882,657654.970000,11195.780000,58750.460000,70040.357700,247077.000000,70010.000000,67236.000000,12.67597567557148914845225704,1.349993402336070313403492541,0.2157931459851200801819513511
1131,rgroup_joint_exp_pack,177,2023-04-04,0,30401,159482.530000,1475.320000,9315.620000,9973.004300,140374.000000,32829.000000,23716.000000,5.245963290681227591197657972,0.3280485609026018880957863228,0.04852866682017038913193644946
1132,rgroup_joint_exp_pack,284,2023-04-18,0,22214,224673.700000,4239.340000,15677.900000,19176.168000,93904.000000,27154.000000,25764.000000,10.11405870171963626541820474,0.8632469613757090123345637886,0.1908409111371207346718285766
1133,rgroup_joint_exp_pack,314,2023-04-14,0,1514,29554.570000,176.910000,1179.070000,1696.805800,6322.000000,1768.000000,1768.000000,19.52085204755614266842800528,1.120743593130779392338177015,0.1168494055482166446499339498
1134,rgroup_joint_blank,33,2023-04-03,1,2021,42132.210000,203.290000,1970.700000,2782.920000,8805.000000,2155.000000,2063.000000,20.84720930232558139534883721,1.377001484413656605640771895,0.1005888174171202375061850569
1136,rgroup_joint_blank,232,2023-04-08,1,942,8893.460000,9.390000,532.780000,575.270000,4077.000000,917.000000,740.000000,9.441040339702760084925690021,0.6106900212314225053078556263,0.009968152866242038216560509554
1137,rgroup_joint_exp_pack,365,2023-04-14,0,108,421.650000,0.700000,23.760000,24.300000,251.000000,59.000000,59.000000,3.904166666666666666666666667,0.225000,0.006481481481481481481481481481
1141,rgroup_joint_exp_pack,96,2023-04-19,0,25192,237773.590000,14978.470000,21680.440000,23944.895300,109608.000000,25054.000000,17514.000000,9.438456255954271197205462051,0.9504960026992696093998094633,0.5945724833280406478247062560
1142,rgroup_joint_exp_pack,39,2023-04-12,0,71864,1050569.040000,74416.480000,112173.040000,129004.945900,307816.000000,73456.000000,61153.000000,14.61885005009462317711232328,1.795126153567850384058777691,1.035518201046421017477457420
1143,rgroup_joint_exp_pack,164,2023-04-09,0,6390,31036.620000,1500.080000,4537.890000,4752.417700,27204.000000,5573.000000,3649.000000,4.857061032863849765258215962,0.7437273395931142410015649452,0.2347543035993740219092331768
1144,rgroup_joint_exp_pack,256,2023-04-13,0,22221,363041.880000,6149.060000,18590.530000,23743.933200,91809.000000,25023.000000,24416.000000,16.33778317807479411367625219,1.068535763466990684487646821,0.2767229197605868322757751676
1147,rgroup_joint_blank,178,2023-04-04,1,1214,34527.040000,19.370000,985.960000,1508.460000,5799.000000,1474.000000,1425.000000,28.44072487644151565074135091,1.242553542009884678747940692,0.01595551894563426688632619440
1148,rgroup_joint_exp_pack,336,2023-04-16,0,341,690.780000,0.000000,54.640000,57.880000,764.000000,216.000000,203.000000,2.025747800586510263929618768,0.1697360703812316715542521994,0.000000
1154,rgroup_joint_blank,104,2023-04-17,1,366,3029.680000,0.000000,164.390000,184.320000,1406.000000,282.000000,216.000000,8.277814207650273224043715847,0.5036065573770491803278688525,0.000000
1155,rgroup_joint_exp_pack,46,2023-04-06,0,82326,1029274.090000,28916.980000,64687.890000,76492.257700,348428.000000,88389.000000,70283.000000,12.50241831256225250832057916,0.9291385188154410514296819960,0.3512496659621504749410878702
1156,rgroup_joint_exp_pack,127,2023-04-02,0,18137,174162.350000,9458.610000,20164.220000,23042.832200,75439.000000,19244.000000,16507.000000,9.602599658157357887191928103,1.270487522743562882505375751,0.5215090698571979930528753377
1157,rgroup_joint_exp_pack,290,2023-04-02,0,546,1046.960000,9.810000,73.460000,74.990000,2102.000000,316.000000,273.000000,1.917509157509157509157509158,0.1373443223443223443223443223,0.01796703296703296703296703297
